content,sentiment
pepper,Neutral
phylli,Neutral
pinch,Neutral
pine,Neutral
pineappl,Neutral
pjs,Neutral
poetri,Neutral
poke,Neutral
popcorn,Neutral
popul,Neutral
port,Neutral
pose,Neutral
positiveamaz,Neutral
positiveanytim,Neutral
positivebusi,Neutral
positivecatch,Neutral
positivecaus,Neutral
positivech,Neutral
positivecoffe,Neutral
positivecook,Neutral
positivedownload,Neutral
positivedunno,Neutral
positivefuck,Neutral
positiveguy,Neutral
positivehear,Neutral
positivehelp,Neutral
positivejeal,Neutral
positivenah,Neutral
positivephon,Neutral
positivequoti,Neutral
positivesend,Neutral
positivesleep,Neutral
positivesoo,Neutral
positivesoooo,Neutral
positivesunday,Neutral
positivesunni,Neutral
positivethos,Neutral
positivetook,Neutral
positiveupload,Neutral
positiveus,Neutral
positivewat,Neutral
positiveweekend,Neutral
positivewhew,Neutral
positiveword,Neutral
positiveyeahh,Neutral
positiveyeh,Neutral
positiveyouv,Neutral
poster,Neutral
powerpoint,Neutral
prey,Neutral
princ,Neutral
pritchard,Neutral
promo,Neutral
provok,Neutral
publ,Neutral
purs,Neutral
qld,Neutral
qualifi,Neutral
quotthat,Neutral
quotthi,Neutral
ranch,Neutral
rap,Neutral
rape,Neutral
rapid,Neutral
react,Neutral
reagan,Neutral
reboot,Neutral
rec,Neutral
reckon,Neutral
recommit,Neutral
reel,Neutral
regardless,Neutral
registr,Neutral
relaxin,Neutral
reno,Neutral
reserv,Neutral
resign,Neutral
respon,Neutral
resum,Neutral
reunionmeet,Neutral
reveng,Neutral
robbi,Neutral
rosi,Neutral
rug,Neutral
runni,Neutral
sac,Neutral
sach,Neutral
sack,Neutral
safari,Neutral
sass,Neutral
scranton,Neutral
seafood,Neutral
seper,Neutral
ser,Neutral
seven,Neutral
sew,Neutral
shallow,Neutral
shaun,Neutral
sheet,Neutral
sigjean,Neutral
sin,Neutral
sissi,Neutral
situ,Neutral
skil,Neutral
skint,Neutral
skit,Neutral
slack,Neutral
slave,Neutral
smaller,Neutral
smash,Neutral
smith,Neutral
sooner,Neutral
sour,Neutral
southern,Neutral
sowwi,Neutral
sox,Neutral
spac,Neutral
speed,Neutral
spit,Neutral
spoiler,Neutral
spray,Neutral
squirrel,Neutral
stag,Neutral
stair,Neutral
stamp,Neutral
steam,Neutral
stitch,Neutral
strongertogeth,Neutral
subscript,Neutral
sucki,Neutral
sumthin,Neutral
sunbath,Neutral
sunset,Neutral
suppli,Neutral
sweden,Neutral
sweetest,Neutral
syrian,Neutral
syrup,Neutral
tail,Neutral
tee,Neutral
teen,Neutral
tempt,Neutral
thai,Neutral
thankyou,Neutral
thatd,Neutral
thee,Neutral
thethat,Neutral
thin,Neutral
thnks,Neutral
thou,Neutral
thus,Neutral
tiger,Neutral
todayit,Neutral
tot,Neutral
towel,Neutral
transcript,Neutral
transform,Neutral
tribut,Neutral
tricki,Neutral
trippin,Neutral
tryna,Neutral
tue,Neutral
tuitionfre,Neutral
turnberri,Neutral
tut,Neutral
twenti,Neutral
twitterberri,Neutral
twitterif,Neutral
twitterv,Neutral
twittervill,Neutral
ughhh,Neutral
umbrella,Neutral
unexpect,Neutral
uniform,Neutral
unleash,Neutral
upi,Neutral
urself,Neutral
vacuum,Neutral
vegetarian,Neutral
vida,Neutral
vietnam,Neutral
visa,Neutral
votar,Neutral
wag,Neutral
wallac,Neutral
wallpap,Neutral
water,Neutral
wax,Neutral
wikipedia,Neutral
winn,Neutral
wire,Neutral
withdraw,Neutral
wiv,Neutral
wizard,Neutral
woooo,Neutral
worldwid,Neutral
worn,Neutral
wout,Neutral
yey,Neutral
yoga,Neutral
youbut,Neutral
yucki,Neutral
yumm,Neutral
zuckerman,Neutral
