sentiment,content
positive,@DuongSheahan so nice to meet you too! @NancyLoo is the best for bringing me along
positive,@TheMandyMoore so looking forward to your new album
positive,Feeling really good about my performance on the AP Government &amp; Politics exam this morning.  Going to lunch with Krista.
positive,This weekend I started a &quot;Healthy Lifeestyle&quot; - not Diet!     Let's see how it goes - will keep ya posted on my progress.
neutral,"@TheRaj Happy Star Wars 2u2, from all at @tbbtfans"
positive,i've been eating cheetos all morning..
positive,@solangeknowles Nice!!!!!!!! I WILL be there
positive,"@Blanquis26  Morning, hope you have a super day...enjoy !"
neutral,need more songs to download. suggestions? ill take anything
positive,@wendaybird silly wendy. You know I don't speak French  just a few more hours to study before this ride begins!
negative,"@DaisyCurlyCat oh wow, daisy, that is TOO cute for words!!"
negative,@Etsy never noticed that before but you're right! guess that's because my heart is always dreaming of travel...
negative,"@martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization"
positive,@MaddieWan Maddie starts working? WATCH OUT WORLD!
positive,"someone said after wolverine they feel like watching x-men all over again. They're right! Now back to business, proposal, yippie!"
positive,is done with classes for her freshman year.
positive,@MichalkaAlyson I spell my name alyson too! Aly for short! We spell it the best
positive,@jeanettejoy Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China: @sdweathers (SH) @winserzhao (BJ).
negative,@gfalcone601 I think sandwiches or something like this with ham and cheese
negative,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I'm such a rebel!
positive,"@Llawen Don't know - pretty, though"
negative,listening to my future roomie speak in chapel
neutral,@Eliizaabeeth  haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same? xx
neutral,"@ABeautifulMind1 Whats with you though, you sound a bit down yourself.. not your boiler again is it"
positive,"@timhahnproject Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band."
positive,in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!
positive,Happy Star Wars Day. MAY THE 4TH BE WITH YOU
neutral,@hellojao hi Add me.  it's shannen
neutral,About to clock into work
positive,@gfalcone601 you happy that Frankies back from France  xx
negative,@rocketheartx YES SHE WANTS A COOKIE. SO DO I. ESPECIALLY THAT ONE THAT ARCHIE GOT FROM COOKIE ) ... RP?  mark the date
positive,@KG4RDF Good luck on final!
positive,@mariannemarlow It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have a look
positive,says HAPPY MOTHER'S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd
positive,I love how two of my favorite shows have the same acronym  lol.
neutral,@angeleyes81075 oh..keep working on it..you can always make it a little smaller
negative,@MattyOsborn YIKEYSSS!!  I'M HARMLESS REALLY!! JUST WANT SOME ATTENTION FROM BRODY!!!
negative,"@wendywings Just hoping you're ok, sincerely concerned"
positive,@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie
positive,@jeg007jeg yay  coutch:couch
negative,going to the lumberjack party
positive,currently munching on baby carrots! nom nom nom nom...
positive,Haha how exciting  wat does it look like?!
negative,I honestly hate what I have said to some ppl sometimes. sorry for makin an ass of myself to anyone.
positive,"@danameller Aww, thanks!"
positive,thinks SG is wonderful
positive,watching this african music show on the tele  me loves ittttt
neutral,Off work
positive,@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier
neutral,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!"
positive,@KevinRButters Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.
positive,And now the crazy is all gone.
positive,about to take my mum out for jewellery shopping and a coffee for mothers day
negative,Packing for Florida  What's the liquids in a carry-on rule - 3 or 4 oz? Haven't flown in over a year
positive,show time baby! bye bye for now Tweeters
positive,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!
neutral,@twittess jï¿½ passo o link
neutral,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography
positive,"@luckis I watched that too!!! I didnt want her to win, but she put up a good fight..lol"
positive,@OAMCortney you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff
neutral,haha I'm bored! I think I'll go watch a movie  BBL
positive,@disavian: saw it yesterday. Pretty good.
positive,it's after 3 AM.!!  I think it's time to bed.!!  have a good night twitts.! ;))
positive,@cityslipper wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.
negative,@jadeofjades  I Hope You're Okay.Do What Beyonce Do...
negative,they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO
negative,Waiting in line for the Beast with Matthew.    I won't be riding.
neutral,"@AmberNia noooo, she was wavin at me"
positive,"@howie_d thats good to know, and I bet he looks just like you."
negative,"That kids is what you get when you leave your computer unattended, when you have non-trustworthy company..."
negative,"@victoriastrauss you know, i would love to see 5 lies editors believe about writers. #justsayin"
positive,http://twitpic.com/33hus that's my baby
negative,i miss you tooooo  you arent too far! *A*
positive,"@shesasanga um don't u already have like NINE of my paintings?!?! jk, lemme come finish that 4 u"
positive,Sooooo glad Stone Creek Coffee is following me!  I *love* their atmosphere!
positive,Watching HG-TV....and a cute carpenter guy  woo hoo!
neutral,@heystephy write write write!!!
positive,Zapatos for trashcan nachos and then an epic night
negative,@_handz_ well you know those &quot;kind of guys&quot; are just idiots
positive,"After seeing Star Trek again, I noticed they went a little crazy with the lens flare."
neutral,awake from the nap
neutral,@kveton you have to follow me before i can dm ya
positive,@misssprintcup http://twitpic.com/4w06l - LOVE IT! U have a great job!!
neutral,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat
negative,Awww I wonder when ima get married. Shawna and Damon are so cute
neutral,@peburns that's exactly what this mama is doing
positive,"home; just had yogurt factory, i love yogurt  also hung with my uncle and lucy"
positive,There we go... apparently I wasn't properly setting the DateTime from a Twitter response before.  Need a test for that!
positive,"The mothers day classic went really well, despite the cold 5.30am start"
positive,Holy Crap EMS stasher rain jacket you are my new best friend!
positive,Is at the movies with the boyfriend!!
neutral,just got a wii
neutral,im on twitter mobile... confusin!!!! lol im knda slow
positive,@iggypintado Thanks  Will Do
neutral,"@DAChesterFrench DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid"
negative,i'm about to munch on some more high calorie things!  they keep my brain working
negative,@weirdFishes you're very welcome! I love reviewing free apps as much as downloading/using them!
positive,just got home from dinner and am really really full. my mom said my dad bought me a sony a200k? holyyyyyyy
neutral,"hello new maccy, welcome to your new home"
positive,great song  http://bit.ly/evluw
neutral,"@rdkpickle For the movie, but maybe I am just a little awesome."
positive,@MissLDN What was the compiment? I'm glad you're having a good time.
positive,@DiscoStarChild hahaha n I'm a do the same for u
neutral,@Mollyschambrs woot!! you go girl
positive,"@jtimberlake Went to your resteraunt in NYC, it was aaaaaaaaaamazing"
positive,@guitarcat213 Yes we both do win!
positive,I miss @CharlieOver9000 I love that boy.
neutral,@kayatee Haha no. I just connected my phone to my wifi.
positive,is highly amused I wasn't treated nicely like any other patient..not my fault my life is better than yours.
positive,@__Jasper_Hale__ *Laughs* that's because I like winning
positive,@CloneCommander *Everything* is better with lightsabers
neutral,at Shriya's
positive,"@howie_d you're gonna take good care of that little baby and he's gonna be a strong boy, that's for sure"
positive,My birthday is a week from today!
positive,@NeilMcDaid looks class the water splash looks so real  looking forward to my review copy ;)
positive,@PerezRevenge Aww ya not showing off all us mums should be proud of ours kids and let everyone know it
positive,@LGDADON it makes perfect sense. I guess i am very down to earth. Thanks for your reply
positive,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg
neutral,Listening to Black Eyed Peas.
neutral,Dyed my hair. .&quot;back to black&quot;
positive,"@SaraBareilles just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity"
neutral,"@Norbridge Also, using vintage or antique pieces offers a green solution.  No higher form of recycling, in my opinion!"
positive,Nina's High: Hanging out with Ninah and Taylor all day! theyre AWESOME  and getting to go home tomorrow to see my MOM  Nina's Low: NADA
neutral,still shopping and looking for shoes now
positive,@blueobsidian Always a good idea.
positive,"@heidimontag It was wonderful, just home from a wedding. I love it   How was youre's?"
positive,"....ok, sOooooooooo I DID that!! i've got u in the palm of my hand"
positive,@DanWarp: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD
negative,"@KausarAzam  Hew how u been????Srry I haven't posted a vid in forever,I feel guilty lol,so in the next few days hopefully"
positive,"haaah, making the card for mothers day,  and listening to musicc"
negative,@DRESINATRA that's dope!  stay out of trouble
positive,"@adamdon lol, get to your bed"
negative,Kinda doing nothing. Life is boring. I feel like changing my look. Let's go shopping tomorrow
positive,get it right! I think I am obsessed with Hydes' voice @_@  I've chosen a guitar song to learn for the summer! Time to perfect picking!
positive,can't wait for Daughtry's new album! Ack. Two more months!!!
neutral,@Twilightluver17 If you mean backround then.. Settings&gt;design.. scroll to the bottem and click change backround image  &amp; there ya go.
positive,@vogonpoetry42 At least there's no denying nerd is part of it!
negative,Another loser: @meekakitty I hate you...LOST THE GAME #lostthegame  http://tinyurl.com/r8erc8
positive,Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.
negative,I meant mamas
positive,"I'm making my mommy her Mother's day present, I love her"
negative,Watching my bro play footyball
neutral,"@crobcary No, I'm working on it all day Monday. Will try to remember to email but if you're smart you'll remind me."
negative,Time to get purrtty. *wink*
positive,waiting for JONAS to come on
positive,"@howie_d Aaaww!! That's so good to know, I'm glad James is doing great  We LOVE you guys! KIsses from Venezuela!"
positive,Well that sucked except for the company I had. Go Kelly.
negative,"@peechXXXX  http://bit.ly/SjNAx If he is saying something I don't fully understand, please let me know."
positive,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ..."
positive,Psyched for Mother's day at the GKR party--and teaching mom and dad about baseball
positive,Next to my birthday- Mother's Day is my favorite day of the year.  The one day I don't feel guilty for slacking just a little.   Aaaahh...
neutral,"Tip for today - The eagles are specials against the broncos, put your house on them"
positive,"Perfect day: flute quartets in the morning, web marketing in the afternoon with Barrie, and Star Trek in the evening"
positive,Watching next day air
positive,"PROUD 2 BE A MOTHER  I HAVE MY SON &amp; HIS COUISN OVER SPENDING A NITE, IT'S A BOYZ NITE, &amp; THEY DRIVING ME CRAZY BUT I LUV EM.."
positive,Belting Next to Normal is a fabulous evening choice
positive,"@allearsdeb http://twitpic.com/4w0yj - wow, fancy!"
neutral,"in 8th grade yearbook: for narnia movie release blurb, pic of aslan and my skandar!"
neutral,@grasuth is that it's welsh name?
neutral,"@idocpro @sorchamorrigan Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p"
positive,Spending the first night in my new place!
positive,i decided that myspacee is wayy better
positive,@HuniB Neep a nap-take a nap - respect ur body love
positive,@BADSenoritaa when u do get at me i will show u all the hotspots there is no where i dont kno when it comes to shoppin here lol
positive,baked a cake &amp; watching a movie.
neutral,@jstewart131  its suzi
negative,@datalore_tv I hope Shatner didnï¿½t address that message to philosophers. Weï¿½re doomed if they stopped thinking
neutral,@qtjene Thanks
positive,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!"
positive,@max2sky I  have a visual.  I'm smiling.    see
positive,"@ddlovato http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow."
positive,Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb
negative,Tooth ache...but still sipping lol at the fam. Partyyyy
positive,@CinnamonCloud well you'll ether have to buy the DVD or wailt till july to see the Secret Episode!!   Episode 13!
negative,just getting off of work for the day! Hope everyone has a wonderful mother's day tomorrow! Hope you enjoy ur cheesecakes too!
positive,"@_chloe yes! it's on youtube  its from may 7th, and it made me feel 100x better. it's halarious."
neutral,The Goonies. Projected. On a garage door. Amazing.
neutral,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow"
positive,Just got up from a nap.. Relaxing for the night
positive,@miniatus Well thank you darling...it was a pleasure shopping with you...you will see the first pics!
neutral,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!
neutral,just bought a good chocolate and a magazine... Later I'll play comanche 4... My good saturday
positive,oh man had great nap (still alittle tired) having pizza for dinner.
neutral,@MeredithKlein oh that's discreet
positive,"@specialk0478 yeah she's part lab, part spaniel.. all energy hehe but i love her to death"
neutral,@Nabaishko @BADDASSTWIN @DJPLAYBOY @GREENARROW09 @Kellynico  get lit  I am  http://bit.ly/OASQR
neutral,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?
positive,@rayatkinson last I looked.  Hi back...
positive,@elengrey Yay!  Lucky!  What'd you do?
positive,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy"
positive,Boy is all graduated!  So proud of him!
neutral,going 4 a swim
positive,"@JRKNaughtyNurse Yep, @thespunkyone that B-Day kiss is gonna happen, right @JonathanRKnight"
positive,@lancegross http://twitpic.com/4vd89 - such a good looking cpl!! can't wait to see what kind of kids y'all will have!
negative,@jareason There's nothing good on tonight anyway!!   #Sigjeans
positive,"just finished watching &quot;Role Models&quot; (hilarious), and debating whether to go to 251. Hmmm..."
positive,@johncmayer heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE
positive,Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk
neutral,@Djalfy Thats on Fox isnt it? Never watched it
negative,Wow... my god the whole UI is sooo much snappier. It's more responsive than TweetDeck now!  Tweets feel like IMs lol
positive,"@kamiNcali Oh, no need to stop. I could use the ego boost."
negative,"@rorschachsgirl Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it's a good environment."
positive,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80's! and yes your still a Hottie!
positive,Spending quality time with my family! God knows I need this right now...
negative,If you save these pix from the Today show please credit www.wireimage.com Thanks
positive,@SarahRoseteER happy early mothers day!!!!
negative,@kurliedoc poor grace!!! You need to date a cute male nurse.
positive,"@elysion32  I am here to make friends.. real life, internet.. what ever level people are comfortable with.."
positive,walked over 140 blocks today. then ate a delicious black &amp; white cookie.
positive,Ha ha ha @yoko71 I know! Love it! Love him!
positive,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D
neutral,@asinkujobear lol what..i was thirsty!
positive,Haven't been on in foreverr!  Almost happy mother's dayy. Yay. :]
positive,Enjoying d view @ sg flyer
negative,ok shopping was far too fun ~ unpacking the bags now
negative,@RedHotCopy I fell asleep on a plane watching Frost/Nixon - hope it works out better for you than it did for me
neutral,"@JoeSDMF I know, but I wanna finish bsg first"
positive,@jimmymcdonald Let me know how that turns out!!
positive,"This feeling inside me, Oh it sends me sky high..."
positive,The Goonies. Projected. On a garage door. With my friends. Amazing.
positive,"World's Happiest Places ...   Denmark, Finland and the Netherlands"
negative,@jeffpower What are you reading?
neutral,@Krucial nothing just joined up
negative,ops   that lol wasnt supposed to got to twitter
positive,@EverRaven I figured you'd be bouncing about it
positive,@lomascar yo i got my blur tickets yesterday  i'm going on the 1st day whatbouts u?
neutral,@dirtbikegirl18 I don't think he's confirmed but I have a feeling he'll be at Glen Helen. Just my opinion
positive,@howie_d ...I'm so happy for you guys! COngratulations!
positive,good luck tonight boy
positive,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
positive,"@NewShoreline Ouch, give me a heads up so I'll know when to duck"
positive,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol
positive,At the @drakkardnoir concert! I hope @SongzYuuup makes a guest appearance
negative,resting had a whole day of walking
neutral,"@nhuhieuma ava nï¿½y c?ng ch? cï¿½ 3 mï¿½u nh?? :-/ @gk2007 thui, hem sao em ?, c? h?i cï¿½n nhï¿½u m?,"
neutral,Is watching Bruce almighty
neutral,@CrazyOnYou Very true.  And well behaved women rarely make history.
negative,@_handz_ it was quiet.... unfortunatly but what the hell it's good the chill out too right?
positive,New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.
neutral,"gtg now, listen to cobra's new song @ their myspace, ttyl  santi &lt;3"
neutral,@coruscating It's a date!
positive,"@tenotch awesome, I'm glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer"
neutral,@ishakey yea so wassup
positive,"@4ut I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on"
neutral,@EricMillegan 0k...enjoy Dora the Explorer..  greetings to your niece!!
positive,just had a bbq... YUM im full now
positive,"@ryan_leslie I love the video!! You are inspiration Mr. Leslie, can't wait for the new album still rocking the debut."
negative,@coolzebras They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!
neutral,"@tccrt3r heyy! @RayleneOrnelas told me to follow u, whatsup?"
neutral,@GregInsco thats another sponsor
neutral,@ozdj Can I also have a swirly flat white?
negative,"@mamapigeon I be ok, you?"
negative,@The_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can't be lazy without the links...LOL
positive,@EugeniaChavez http://twitpic.com/4w1gg - love it
positive,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!
positive,"@mde Glad to hear you made it out, I hear that place used to be it's own country  Looking forward to your arrival!"
positive,@sexinstilettos NICE TO TWEET U
negative,"Slept in, woke up with an iced coffee, lazed about &amp; went out for a late lunch with the BF. It's been a sweet little laid-back Saturday."
neutral,@savagestar Sounds like you won backstage passes
positive,@MissVerna http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they're fantastic!
positive,"Pool, alcohol, &amp; a cute band, couldn't ask for more on a Saturday night  #fb http://twitpic.com/4w1rr"
negative,Pretty  is it long or short? Sparkly or shiny? Lol
positive,@SweetWifey Her new cd is lovely.
negative,"@robdyrdek You know, there are just some things that shouldn't be seen. That's sure as hell, one of 'em. lol"
positive,"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O"
positive,I &lt;3 Owl City.
neutral,@djlezlee that's the only way to get things done. no distractions
positive,"@iamkeshia happy birthday keshia, keshia, bo beshia"
positive,"wow, nothing like a sale to perk up a girl's evening, huh!"
negative,Just finished mowing the lawn.
positive,"@Turch Aww, congrats to the family. ;) Send me piccies in the email!"
neutral,@retrorewind thanks
positive,05/30 - first session  yay me!
neutral,: Chillin' at home-watching a movie on tv &amp; making some &quot;healthified&quot; streusel coffee cake.
positive,@Prince_Aries Me and that person have something in common then! LOL jk....
positive,@lilcdawg its because we run on CPT!!!
negative,Ok peeps...I'm not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!
positive,big ups sister #1 for calling in too
positive,@NJE112 hey mate fancy finden you on hea
neutral,"After a week staying with my Grandmother, I'm home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0"
positive,Just sang &quot;Shine&quot; by Newsboys in the car with @hollyewallace Holla!
neutral,"Out with Bre, Jimmy, and Jon P?"
negative,@ATL_Da_Realest hehe hell. I'm finna qet to drankin DAMNIT.
positive,@OfficialBgizzle  Whaaaaaaaaaat?!  Thas HOT B!    Super nice!
positive,Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate
positive,@PrinceSammie OMG its working
negative,@michaelsheen OMG that's really good i want to see the photos! have a nice day
neutral,http://twitpic.com/4w1s4 - Found at a garage sale for $1.50
positive,@huma_rashid aww how cute  I like that song a lot
positive,Dan and alli are here. They suprised me
negative,@wearpalettes I really don't want to send it over this site....it's kinds private...
positive,Star Trek rocked!  It was WAY better than I expected
neutral,@ddlovato WELCOMEEE BACKKKKK
neutral,I'm in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj
positive,going to another birthday party tonite
neutral,Just got back from baby sitting. It went well.
negative,"Recovering from my crazy family. I love them, but they ain't got it all   I only see em a couple of times a year, so I guess I can deal."
negative,good morning. today is my last day of &quot;freedom&quot;. back to work tomorrow. i'm sorta stoked-not stoked. but well.
positive,i cooked breakfast for my mom  HAPPY
neutral,@coreymekell not a lot!! im bored! My names Crissy BTW lol How u doinnnn???
neutral,@buildstrong we found a ride
negative,i gots a summer job
neutral,@JustJayde  Make sure ur plantin next to the water in the soil
negative,hanging out with my babyy
positive,@addieking it was amazing
positive,"@EhMahLee Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good"
positive,@FirstDigg Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing' the &quot;Tour De France&quot; some day
positive,"@kkaleal my hubby's a vet, so we 'get' that animals are like children!! all the best! hope ur biz is going well"
positive,Only six hours left of being 15
neutral,@sburkhead
positive,@Iamme828 No becuz we're being honest! Lets look at the big picture..my happy ending with the smile on my face
neutral,Yay my ears match
positive,Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.?
negative,"@eeshkapeesh Aw, sorry E. :/ I hope it looks up for you (lame ear) And there's always next year! Crap. Lamer ear :/ Fail. Uhh..Love ya E!"
positive,I love you MOM!
positive,LOL. My moms present cost 69 dollars.
positive,"@thespunkyone So then Fuckin Awesome Super Sexy Stud Muffin Beast, How's that sound to you @JonathanRKnight"
positive,"@fotojen @halgriffin hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you"
positive,@smokinace88 - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car
negative,@Sobbee Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style &quot;medical&quot; uni. Disappointed there weren't any more in costume.
neutral,@Lil_Heidi_V  Thank you pretty lady.
positive,@artcon http://twitpic.com/4vfcx - awesomeeeeee
positive,"trying to decide what to do tonight. Study Chem or write the night away. The night's still young, perhaps I'll do both"
positive,is STILL sick. But still loves revenge and the possibility of more revenge to come
neutral,calling debby ryan!
neutral,playing Wii!
negative,"I'm in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics"
neutral,@enjoymore Your cave? Does it have an espresso machine?
positive,wishes @ashleytisdale would admit she has a new lovah
neutral,"@jordangerous Oh, I don't really have much of an opinion on her either way. It's just a night to rip everything."
neutral,TV time  see yall later! xoxo
positive,I'm feeling better now that I have something in my tummy
positive,"CSI NY comes back to aus with 'sex, lies and silicone' (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee"
negative,@CHAUNDON SON! WTF?? She just bit holes in the damn bread!!! Who does that?? Why has God forsaken me?? why?
neutral,"@nodgesoft pfft, cydia apps ftw, code on the phone, make, reload springboard"
neutral,"@tararizing it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!"
negative,"@flamingokitty *hugs* me not sad really, me just messing"
positive,"Just came back from hanging out with some friends + cocktails. &lt;3 I'm not drunk, but feeling good.  Hope everyone's well?"
positive,Loving the cairns clan
neutral,@Beangirl Pad Thai is my favourite
negative,@yourfaveblonde I could have! I had extra tickets. Plus we had two Twitter Giveaways  We'll get you next time.
positive,Relaxing after a busy week and a tedious Saturday . . .
neutral,Laying in the bed boreddddd looking through old cookbooks for new recipes
negative,Lil Kim ;  Download omq ; i think i like that sonqq noww lol .
neutral,@Courtney_ @beachbum77
neutral,"@OppositeLock THE TERMINAL was my kind of movie  well, anything with airplanes &amp; hot chicks in it, is my kinda movie"
negative,@retrorewind can you play I Wish by Jordan Knight
neutral,http://twitpic.com/4w269 - My 789 pacman pic
neutral,is maxin and relaxin... ahhh
positive,@Jeremy_LaMont yr very young looking dude
positive,@gvesenka I hope for a speedy recovery for you!
positive,@hellocupcake84 Well I'm trying to get rid of a lot of my stuff.  You could come over and pillage.
positive,is learning how to play Waiting for Love by P!nk on acustic guitar!  epic
positive,@theDebbyRyan Just left you a message! Hope you get it
positive,finished eating sushi with ladiez  getting shwasteddddddddd**
positive,definitely ready for a plate of pancakes.
positive,"me &amp; kelly share the same last name, wouldnt that be sweet if we were related  @TheEllenShow"
positive,"Family is here,hanging with them"
positive,phew!  made it thru the return of babysitting!
positive,"&quot;you can ride one, you can catch one, but its not summer til you pop open one&quot;  ?"
neutral,back in wayland  its good to be home
negative,"At the apartment, nothin to do, a little hungry  http://myloc.me/Fim"
neutral,hanging with Bri
positive,Happy Mother's Day to all the Mums
positive,In a really Good mood for absolutely no reason  tee her
negative,Happy mothers day to all the mothers out there!
positive,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!"
neutral,- stillll listening to 'paranoid'  now starting civics homework+ new JONAS episode !
positive,@WayneDaStar oh wow THANKS Wayne
negative,I wonder if I should put a bet on Cubs winning world series in 2015 due to BTTF II. I'd love it if it actually happens.  Me = geek
positive,Geesh 5 days straight (he's not the boy-nside joint) LOL .....headed with @missdanibaby and then go c BF
positive,Had a nice pre mother's day dinner out. Now a cocktail before retiring for the evening
positive,@mallz Thanx love
negative,@gregfairbanks They better not be out when I get there.  I NEED MY FIX!
negative,Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!
positive,Scratch that. Now we're watching 'marley and me'. Thinking I could stay awake better for this one.
positive,@K_night4me *HUGS*  i'm sure they will
negative,"@animesnob yeah i checked it, pretty nice site"
positive,@sarahdope http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!
positive,Happy Mother's day to MOMMY
positive,"@jojowright http://twitpic.com/4w24f - ooh, nice score, jojo!"
neutral,looking at all my old myspace status' oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!
neutral,and to james's we go!
neutral,"Needless to say, I didn't stay to find cache#90."
positive,@Jennettemccurdy http://twitpic.com/4uy8l - LOL  why are they drumming there?
positive,@kyladreams aw you're the shit  thanks so much for the twitter loveeee. i appreciate every last drop
positive,"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!"
positive,Glad to see @Nigellamb and more Red Bull Air Racers here keeping us in the loop
positive,"@ForetDeMichelle you don't need my physical presence, you have my energy already!!!"
positive,Adventures with jamie and bethhh
positive,"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead."
neutral,@Rhispect LOL thx
neutral,@corie_michele thanks for that...am now following them...love good causes
neutral,@babycakes1966 i agree
neutral,good morning!
neutral,@_owl_ ah but you're already on my list
positive,@lyndons think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill
neutral,@Shareka Happy birthday!
positive,"@XDmexicanXD no, sir, they did not! i was amazed when i woke up this morning."
neutral,@josephgelb thanks for the answer  I had been wondering the whole week
negative,i am promsing miiself im not goin to hurt miiself for the rest of the day...wow that will be a miricle if it happens  lol
neutral,"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc"
positive,Ok we found our way now... I think  tonight let's just let go its dance time!
positive,@Franca Honored to tweet ya...
positive,"Uh, happy mother's day mum."
neutral,Getting ready for an early night tweeps!   Have a great one every 1
positive,everyone follow @FollowMandy and @FollowSavvy ! they are amazing
negative,"Tomorrow's mother's day. I need to get all my crap together soon.. Noor left, It was fun  it's been NINE months!"
neutral,"@doctorsound I am 28 and I still haven't been to a club. Lots of bars, though. I don't think I'm missing much"
negative,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We're such cry babies. Love her."
positive,@paulwingz nothinbg home about to jump in the shower the streets is calling meeeeeeee  @STEFFSOFLII what is it 4 tonight @COKEbabyy tell m
neutral,waiting on food.
negative,"@psuperstar the problem is, superstars always deliver huge files! too much energy pixels"
neutral,@Adrienne_Bailon talk with your HIPS
neutral,@NarotBahar are u planning on doing cardio for 1.5 hrs? If so that's very reasonable  whatcha do last night?
positive,"@plynke plus, look at all the orbs! you either have ghosts or you need to clean the mirror"
positive,going to see star trak expecting noting but amazing
